,element,Tc,Tc_mean
5601,B1Re2,2.8,3.7
5602,B1Mo1,0.5,0.5
5603,Si1Ta1,4.28,4.28
5604,Ge0.7Mo1,1.2,1.2
5605,Si2W3,2.84,2.84
5606,C1Ru1,2.0,2.02
5607,C1Fe3,1.3,1.3
5608,Co0.44Mo0.56,13.0,13.0
5609,Ge2Rh5,2.12,2.12
5610,Pd2Se1,2.2,2.2
5611,Rh1Se1.75,6.0,6.0
5612,Te1Y1,1.02,1.535
5613,Nb1Se0.25Te0.75,4.4,4.4
5614,Pd1Te1.08,1.88,1.88
5615,Pd1Te1.06,2.11,2.11
5616,Pd0.95Pt0.05Te2,1.71,1.71
5617,Pd0.9Pt0.1Te2,1.65,1.65
5618,Ni0.1Pd0.9Te2,1.3,1.3
5619,Ni0.05Pd0.95Te2,1.4,1.4
5620,As3Pd5,24.761,24.761
5621,In4Sb1Te3,1.4,1.4
5622,Nb1O1,1.25,1.38
5623,Mo3O5,7.2,7.2
5624,Ca0.31Sr0.7Ti1O3,0.1,0.1
5625,Ba0.1Sr0.9Ti1O3,0.1,0.1
5626,Tl0.3W1O3,2.0,2.0
5627,Zr0.61Rh0.285O0.105,11.8,11.8
5628,Ti0.576Rh0.287O0.14,3.37,3.37
5629,Ti1Re1O1,5.74,5.74
5630,Pd0.285Zr0.61O0.105,2.09,2.09
5631,Mo0.6Ru0.4,7.0,7.56666666666667
5632,Mo0.3Tc0.7,12.0,12.0
5633,Ba0.13W1P3,1.9,1.9
5634,Ru0.5W0.5,5.12,6.10666666666667
5635,Re0.7W0.3,4.9,4.9
5636,Re0.52W0.48,5.2,5.2
5637,Mo0.62Os0.38,5.65,5.65
5638,Re3V1,6.26,6.26
5639,Fe3Re2,6.55,6.55
5640,Ir0.26Mo0.74,6.7,6.7
5641,Cr0.5Ru0.5,1.3,1.3
5642,Cr0.6Ru0.4,2.1,2.1
5643,Nb0.5Re0.5,2.0,2.9
5644,Os0.34W0.66,3.81,3.81
5645,Ir0.35Ta0.65,1.2,1.2
5646,Re0.6Ta0.4,1.4,1.4
5647,Pt0.3Ta0.7,1.0,1.225
5648,Bi2Cs1,4.75,4.75
5649,Pt2Y1,4.1,2.835
5650,Zr1Ni1.5V0.5,0.43,0.43
5651,Pt2Sr1,0.7,0.7
5652,Y1Ir1.5Os0.5,2.4,2.4
5653,Lu1Os2,3.49,3.49
5654,V0.45Nb0.5Zr1,4.3,4.3
5655,Os2Sc1,4.6,4.6
5656,Os2Y1,4.7,4.7
5657,Ru2Sc1.2,1.67,1.67
5658,Nb0.4Re0.6,2.36,2.40666666666667
5659,Nb0.14Re0.86,8.5,8.5
5660,Nb0.26Re0.74,7.2,7.2
5661,Nb0.32Re0.68,4.5,4.5
5662,Tc6Zr1,9.7,9.7
5663,Hf5Re24,4.3,4.3
5664,Re0.83Ti0.17,5.1,7.05
5665,Re0.65Ta0.35,1.58,1.58
5666,Rh1Te2,1.51,1.51
5667,Rh0.53Se0.47,6.0,6.0
5668,Rh0.36Se0.64,6.0,6.0
5669,Os1Ta1,1.95,1.95
5670,Re24Sc5,2.2,2.2
5671,Pd1Se1Te1,1.2,1.2
5672,Au1Sb2,0.58,0.58
5673,Pd1Sb2,1.25,1.25
5674,As1Ni0.25Pd0.75,1.6,1.47
5675,Bi0.1Pt1Sb0.9,1.21,1.21
5676,Bi1Ni1,4.25,4.25
5677,Rh3Th7,2.15,2.15
5678,Pt1Sn1,0.37,0.37
5679,Au1Sn1,1.25,1.25
5680,Pb1Sb1,1.5,4.05
5681,Cu1Th2,3.49,3.465
5682,Au1Pb2,4.42,3.76
5683,Os3Th7,1.51,1.51
5684,Ir3Th7,1.52,1.52
5685,Al2Cu1,1.02,1.02
5686,Ag1Th2,2.26,2.225
5687,Pb2Rh1,2.66,2.66
5688,Ge1Pt1,0.4,0.733333333333333
5689,Ge1Rh1,0.96,0.96
5690,Au1Ga1,1.2,1.2
5691,Bi2Pb1,4.25,4.25
5692,Nb3Sn2,16.6,16.9
5693,Au1Zn3,1.28,1.245
5694,Nb0.26U0.74,1.85,1.85
5695,Nb0.75Rh1.25,2.7,2.7
5696,Ir1.15Nb0.85,4.6,4.65
5697,Si1Th1,2.41,2.41
5698,La0.75Y0.25,2.5,2.5
5699,Nb0.86Rh1.04,3.76,3.76
5700,Ag3.3Al1,0.34,0.34
5701,Ir1Zn2,0.78,0.78
5702,Nb0.85Rh1.15,3.0,3.0
5703,Nb0.9Rh1.1,3.07,3.07
5704,Al3Tl1,0.75,0.75
5705,Pt1Sn4,2.38,2.38
5706,In1Mg2,3.2,3.2
5707,Bi1In5,4.1,4.1
5708,Bi1Ru1,4.12,4.91
5709,Hg1Sn6,5.1,5.1
5710,Re1Ti1O5,5.71,5.71
5711,Bi3Fe1,1.0,1.0
5712,Bi1Mg1,0.7,0.7
5713,Ag1Bi1,2.78,2.78
5714,V2.97Nb0.03Si1,15.8,15.8
5715,V2.58Zr0.42Si1,8.8,8.8
5716,V2.88Ce0.12Si1,15.32,15.32
5717,V2.94La0.06Si1,15.92,15.92
5718,V2.994La0.006Si1,16.48,16.48
5719,V2.7Mn0.3Si1,11.9,11.9
5720,V2.79Mn0.21Si1,15.5,15.5
5721,V2.97Mn0.03Si1,16.25,16.25
5722,V2.4Mo0.6Si1,4.54,4.54
5723,V2.52Mo0.48Si1,5.1,5.1
5724,V2.79Mo0.21Si1,5.59,5.59
5725,V2.91Mo0.09Si1,10.4,10.4
5726,V2.964Mo0.036Si1,14.0,14.0
5727,V2.97Mo0.03Si1,16.0,16.0
5728,V3Si0.76Be0.24,15.6,15.6
5729,V3Si0.99Be0.01,16.6,16.6
5730,V3Si0.1Ga0.9,10.6,10.6
5731,V3Si0.25Ga0.75,8.1,8.1
5732,V2.67Pd0.33Si1,7.5,7.5
5733,V2.979Co0.021Si1,16.4,16.4
5734,V2.94Fe0.06Si1,13.4,13.4
5735,V2.808Re0.192Si1,4.7,4.7
5736,V2.49Mn0.42Si1,8.1,8.1
5737,V3Si0.46Ga0.54,7.4,7.4
5738,V3Si0.52Ga0.48,7.8,7.8
5739,V3Si0.68Ga0.32,9.4,9.4
5740,V3Si0.72Ga0.28,10.5,10.5
5741,V3Si0.79Ga0.21,10.7,10.7
5742,V3Si0.87Ga0.13,13.3,13.3
5743,V3Si0.6Al0.4,10.1,10.1
5744,V3Si0.76Al0.24,11.2,11.2
5745,V3Si0.98Al0.02,16.12,16.12
5746,V2.754Ti0.246Ga1,13.4,13.4
5747,V2.79Ce0.21Ga1,7.5,7.5
5748,V2.778La0.222Ga1,7.8,7.8
5749,V3Si0.986Sb0.014,10.5,10.5
5750,V3Si0.2Sn0.8,6.4,6.4
5751,V3Si0.4Sn0.6,9.8,9.8
5752,V3Si0.6Sn0.4,9.7,9.7
5753,V3Si0.8Sn0.2,12.85,12.85
5754,V3Si0.4Ge0.6,7.2,7.2
5755,V3Si0.6Ge0.4,8.7,8.7
5756,V2.793Ni0.207Ga1,11.9,11.9
5757,V2.781Co0.219Ga1,8.4,8.4
5758,V2.865Fe0.135Ga1,10.1,10.1
5759,V2.928Re0.072Ga1,10.8,10.8
5760,V2.898Mn0.102Ga1,9.0,9.0
5761,V2.883W0.117Ga1,11.5,11.5
5762,V2.799Mo0.201Ga1,11.7,11.7
5763,V2.799Cr0.201Ga1,12.6,12.6
5764,V2.802Ta0.198Ga1,12.3,12.3
5765,V2.814Nb0.186Ga1,13.5,13.5
5766,V2.739Hf0.261Ga1,6.4,6.4
5767,V2.742Zr0.258Ga1,9.9,9.9
5768,V1.5Nb1.5Sb1,7.4,7.4
5769,V3Ga0.975Bi0.025,14.7,14.7
5770,V3Ga0.793Sb0.207,6.9,6.9
5771,V0.003Ga0.974Pb0.026,13.2,13.2
5772,V3Ga0.78Sn0.22,6.9,6.9
5773,V3Ga0.957Ge0.043,13.1,13.1
5774,V3Ga0.937In0.063,11.5,11.5
5775,V3Ga0.994Cd0.006,11.2,11.2
5776,V3Ga0.999Zn0.001,10.2,10.2
5777,Nb1.71V1.29Au1,1.6,1.6
5778,Nb2.01V0.99Au1,2.9,2.9
5779,Nb2.25V0.75Au1,3.0,3.0
5780,Nb2.49V0.51Au1,4.6,4.6
5781,Nb2.55V0.45Au1,5.1,5.1
5782,Nb2.9V0.3Au1,6.5,6.5
5783,Nb2.85V0.15Au1,8.4,8.4
5784,Nb3Sn0.56Ge0.44,6.8,6.8
5785,Nb3Sn0.73Ge0.27,8.2,8.2
5786,Nb3Sn0.81Ge0.19,14.3,14.3
5787,Nb3Sn0.4Ga0.6,14.6,14.6
5788,Nb3Sn0.6Ga0.4,16.0,16.0
5789,Nb3Sn0.98Al0.02,17.9,17.9
5790,Nb0.9Mo2.1Al1,2.73,2.73
5791,Nb1.2Mo1.8Al1,4.2,4.2
5792,Nb1.5Mo1.5Al1,4.9,4.9
5793,Nb2.1Mo0.9Al1,8.3,8.3
5794,Nb3Sn0.1Al0.9,16.1,16.1
5795,Nb3Sn0.2Al0.8,14.6,14.6
5796,Nb3Sn0.4Al0.6,13.6,13.6
5797,Nb3Sn0.61Al0.39,14.1,14.1
5798,Nb3Sn0.81Al0.19,14.6,14.6
5799,Nb3Sn0.92Al0.08,17.9,17.9
5800,Nb3Sn0.94Al0.06,18.0,18.0
5801,Nb3Sn0.96Al0.04,18.0,18.0
5802,Nb3Al0.81Ge0.19,17.6,17.6
5803,Nb3Sn0.3Sb0.7,6.8,6.8
5804,Nb3Sn0.35Sb0.65,10.5,10.5
5805,Nb3Sn0.4Sb0.6,12.4,12.4
5806,Nb3Sn0.6Sb0.4,15.8,15.8
5807,Nb3Sn0.39Ge0.61,7.6,7.6
5808,Nb3Si0.5Sn0.5,8.3,8.3
5809,Nb3Si0.6Sn0.4,6.5,6.5
5810,Nb3Al0.39Ge0.61,7.3,7.3
5811,Nb3Al0.55Ge0.45,11.7,11.7
5812,Nb3Al0.62Ge0.38,17.2,17.2
5813,Nb3Rh0.7Os0.3,1.7,1.7
5814,Nb77.3Sn18.1Al2.3Ge2.3,13.0,13.0
5815,Nb78.5Sn2.2Al9.6Ge9.6,12.7,12.7
5816,Nb79.2Sn5.2Al5.2Ge10.4,10.9,10.9
5817,Nb79.1Sn9.4Al2.1Ge9.4,8.2,8.2
5818,Nb78.5Sn2.2Al12.8Ge6.5,17.0,17.0
5819,Nb77.5Sn5.6Al11.3Ge5.6,15.2,15.2
5820,Nb78.1Sn7.3Al7.3Ge7.3,12.5,12.5
5821,Nb77.9Sn11.1Al5.5Ge5.5,13.0,13.0
5822,Nb78.4Sn12.9Al2.2Ge6.5,13.3,13.3
5823,Nb76Sn2.4Al19.2Ge2.4,16.0,16.0
5824,Nb76.3Sn7.1Al14.3Ge2.3,13.9,13.9
5825,Nb76.3Sn10.5Ge2.3Al10.9,14.4,14.4
5826,Nb77Sn13.8Al6.9Ge2.3,13.3,13.3
5827,Ag2F1,0.066,0.066
5828,Si21.75V69.43,16.2,16.2
5829,Si23.27V75.15,15.94,15.94
5830,Si23.8V74.65,16.5,16.5
5831,Nb80.7Sn1.9Al1.9Ge15.5,7.8,7.8
5832,Nb79.5Sn2.1Al6.1Ge12.3,9.4,9.4
5833,Nb79.7Sn6.1Al2Ge12.2,7.15,7.15
5834,Ag0.1In0.9Te1,1.2,1.2
5835,Al1Au4,0.4,0.55
5836,Ag0.94Tl0.06,2.32,2.32
5837,Ag0.03Tl0.97,2.67,2.67
5838,Ag7N0.75O10.25F0.25,0.85,0.945
5839,Ag1In2,2.4,2.35
5840,Ag0.8Ga0.2,6.5,6.5
5841,Al0.5Ge0.5Nb1,12.6,12.6
5842,Al0.131Cr0.088V0.781,1.46,1.46
5843,Ag0.2In0.8Te1,0.77,0.77
5844,As1Bi1Pb1,9.0,9.0
5845,Al0.108V0.892,1.82,1.82
5846,Al2Pt1,0.48,0.515
5847,Al1Pb1,1.2,1.2
5848,Al2N1Nb3,1.3,1.3
5849,Al2Mg2,0.84,0.84
5850,As1Rh1.4,0.03,0.03
5851,As1Pd5,0.46,0.46
5852,As0.5Ni0.06Pd0.44,1.39,1.39
5853,As0.5In1Te0.5,0.44,0.44
5854,As0.33In1Te0.67,0.85,0.85
5855,As1Bi1Pb1Sb1,9.0,9.0
5856,Au1In1,0.4,0.5
5857,Au0.4Ge0.6,0.32,0.32
5858,As2Sn3,3.5,3.5
5859,Au1Th2,3.08,3.27
5860,Au5Sn1,0.7,0.9
5861,Au1Pb3,4.25,4.325
5862,B0.03C0.51Mo0.47,12.5,12.5
5863,Ba0.13O3W1,1.9,1.9
5864,B12Y1,4.7,4.7
5865,Bi1Co1,0.42,0.455
5866,Bi0.5Cd0.25Pb0.25Sn0.12,8.2,8.2
5867,Be1W1,4.1,4.1
5868,Be22W1,4.12,4.12
5869,Be0.957Re0.043,9.62,9.645
5870,Be9.8Re0.02,9.5,9.5
5871,Be22Mo1,2.51,2.51875
5872,Ba0.14O3W1,1.25,1.725
5873,Bi2Ir1,1.7,2.715
5874,Bi0.34In0.66,4.0,4.0
5875,Bi0.15In0.85,5.3,5.3
5876,Bi10.1In0.9,5.05,5.05
5877,Bi0.05In0.95,4.65,4.65
5878,Bi0.019In0.981,3.86,3.86
5879,Bi0.5Pb0.25Sn0.26,8.5,8.5
5880,Bi0.5Pb0.31Sn0.19,8.5,8.5
5881,Bi1Pb1Sb1,8.9,8.9
5882,Bi0.06Pb0.95,7.35,7.35
5883,Bi1Nb3,3.05,3.775
5884,Bi4Mg1,0.7,0.85
5885,Bi1Li1,2.47,2.4625
5886,Bi1Pt1Te1,1.15,1.15
5887,Bi1Pt1Se1,1.45,1.45
5888,Bi1Pd1Te1,1.2,1.2
5889,Bi1Pd1Se1,1.0,1.0
5890,Pt1Pd1,3.7,3.7
5891,Bi0.4Pd0.6,3.7,3.8
5892,Bi1Pd2,4.2,4.2
5893,Bi0.26Tl0.74,4.4,4.31666666666667
5894,Bi3Te1,0.75,0.875
5895,Bi1Rh1,2.06,2.04666666666667
5896,C1Hf0.4Nb0.6,5.6,5.6
5897,C1Hf0.5Nb0.5,4.8,4.8
5898,C1Hf0.6Nb0.4,4.5,4.5
5899,C1Hf0.7Nb0.3,6.1,6.1
5900,C1Hf0.25Mo0.75,6.6,6.6
5901,C1Hf0.3Mo0.7,5.5,5.5
5902,C1Hf0.5Mo0.5,3.4,3.4
5903,C1Ga1Mo2,3.7,3.9
5904,Bi0.3Zn0.7,1.51,1.51
5905,C1Mo0.5Ta0.5,7.7,7.7
5906,C0.6Mo4.8Si3,7.6,7.6
5907,C0.44Mo0.56,1.3,9.1
5908,C0.4Mo0.6,9.0,9.2
5909,C1K1,0.55,0.55
5910,C1Hf0.9Ta0.1,5.0,5.0
5911,C1Hf0.8Nb0.8,7.8,7.8
5912,C1Hf0.25Nb0.75,7.0,7.0
5913,C1Nb0.1Zr0.9,4.2,4.2
5914,C1Nb0.6W0.4,12.5,12.5
5915,C0.7Nb0.3,6.0,6.0
5916,C0.984Nb1,9.8,9.8
5917,C0.1N0.9Nb1,8.5,8.5
5918,C1Mo0.83Ti0.17,10.2,10.2
5919,C1Mo0.85Ta0.15,8.9,8.9
5920,C1Mo0.75Ta0.25,8.5,8.5
5921,C1Tc1,3.85,3.85
5922,C1Ta0.2Zr0.8,4.6,4.6
5923,C1Ta0.4Ti0.6,4.8,4.8
5924,C0.848Ta1,2.04,2.04
5925,C0.987Ta1,9.7,9.7
5926,C1Re0.06W1,5.0,5.0
5927,C1Re0.01W1,1.3,1.3
5928,Cd0.18Tl0.82,2.54,2.54
5929,Cd0.17Tl0.83,2.3,2.3
5930,Cd1Sn1,3.65,3.65
5931,Cd0.97Pd0.03,4.2,4.2
5932,Cd1Hg1,1.77,1.96
5933,Cd0.3Hg0.7,1.7,1.7
5934,Ca1Pb1,7.0,7.0
5935,Ca0.1O3W1,1.4,1.4
5936,C1W2,2.74,3.595
5937,Co0.5Rh0.5Si2,2.5,2.25
5938,Co1Lu3,0.35,0.35
5939,Ce1Co1.67Rh0.33,0.47,0.47
5940,Ce1Co1.67Ni0.33,0.46,0.46
5941,Cr0.6Ir0.4,0.4,0.4
5942,Co0.1Zr0.9,3.9,3.9
5943,Co0.28Y0.72,0.34,0.34
5944,Co1U1,1.7,1.7
5945,Cr0.017U0.983,0.75,0.75
5946,Cr0.1Ru0.9,0.34,0.34
5947,Cr2Ru1,2.02,2.02
5948,Cr0.8Rh0.2,0.5,0.5
5949,Cr0.4Re0.6,2.15,2.15
5950,Cr0.8Os0.2,2.5,2.5
5951,Cr0.72Ir0.28,0.83,0.83
5952,Cr0.7Ir0.3,0.76,0.76
5953,Cr0.65Ir0.35,0.59,0.59
5954,Fe0.05Ni0.05Zr0.9,3.9,3.9
5955,Cu0.15In0.85,3.75,3.75
5956,Cs0.32O3W1,1.12,1.12
5957,Ga1N1,5.85,5.85
5958,Ga0.5Ge0.5Nb3,7.3,7.3
5959,Fe0.1Zr0.9,1.0,1.0
5960,Ge0.29Nb0.71,6.0,6.0
5961,Ga3Zr1,1.38,1.38
5962,H0.12Ta0.88,2.81,2.81
5963,H0.05Nb0.95,7.83,7.83
5964,H0.1Nb0.9,7.38,7.38
5965,H00.33Nb0.67,7.28,7.28
5966,Ge1.62Y1,2.4,2.4
5967,Ge3Te4,1.55,1.55
5968,Ge3Rh5,2.12,2.12
5969,Hg2K1,1.2,1.2
5970,Hf0.99Rh0.01,0.85,0.85
5971,Hf0.14Re0.86,5.8,5.84
5972,Hf0.76Nb0.25,4.2,4.2
5973,Hf1N0.989,6.6,6.6
5974,H0.04Ta0.96,3.62,3.62
5975,H0.08Ta0.92,3.26,3.26
5976,In0.11O3W1,1.25,2.025
5977,In1Nb3,4.0,6.53333333333333
5978,Hg5Tl2,3.86,3.86
5979,Hg4K1,3.27,3.27
5980,In0.78Tl0.22,3.18,3.18
5981,In0.62Tl0.38,2.76,2.76
5982,In0.8Tl0.2,3.223,3.223
5983,In3Te4,1.15,1.18333333333333
5984,In0.82Te1,1.02,1.04
5985,In3Sn1,5.5,5.725
5986,In1Sb1,4.8,3.11666666666667
5987,In0.69Tl0.31,2.98,2.98
5988,Ir1Sn2,0.65,0.715
5989,Ir2.5Sc1,2.46,2.46
5990,Ir2Sc1,2.07,1.55
5991,Ir0.5Os0.5,2.4,1.69
5992,Ir1Os1Y1,2.6,2.6
5993,Ir0.265O0.035Ti0.65,2.3,2.3
5994,Ir0.287O0.14Ti0.578,5.5,5.5
5995,Ir1Nb1,7.9,7.9
5996,Ir0.28W0.72,4.49,4.47
5997,Ir1V2,1.39,1.39
5998,La0.8Lu0.2,3.4,3.4
5999,La0.55Lu0.45,2.2,2.2
6000,K0.27O3W1,0.5,0.5
6001,Ir0.1Zr0.9,5.5,5.5
6002,Ir2Y1,1.09,1.635
6003,Ir0.7Y0.3,2.16,2.16
6004,Ir0.69Y0.31,1.98,1.98
6005,La3Sc4,8.6,8.6
6006,La0.28Pt0.72,0.54,0.54
6007,Mg0.47Tl0.53,2.75,2.75
6008,Lu0.275Rh0.725,1.27,1.27
6009,Mo0.2Ru0.8,1.66,1.66
6010,Mo0.61Ru0.39,7.18,7.18
6011,Mo1Ru1,9.5,10.0
6012,Mo0.6Re0.395,10.6,10.6
6013,Mo0.5Pb0.5,3.52,3.52
6014,N0.824Nb1,14.4,14.4
6015,N0.988Nb1,14.9,14.9
6016,Mo0.025Ti0.975,1.8,1.8
6017,Mo0.04Ti0.96,2.0,2.0
6018,Mo0.913Ti0.087,2.95,2.95
6019,Mo1Si0.7,1.34,1.34
6020,Mo3Si1.3,1.3,1.3
6021,Na0.28Pb0.72,7.2,7.2
6022,Na0.28O3W1,0.56,0.56
6023,N0.906Zr1,3.0,3.0
6024,N1Zr1,9.8,9.85
6025,N0.82V1,2.9,2.9
6026,N0.6Ti1,1.17,1.17
6027,N1Ta1,12.0,7.22666666666667
6028,N0.34Re1,4.0,4.33333333333333
6029,N0.7Nb1,11.3,11.3
6030,Nb0.38Re0.62,2.43,2.44333333333333
6031,Nb0.62Pt0.38,4.21,2.31
6032,Nb0.6Pd0.4,1.6,2.035
6033,Nb1Sn2,2.6,2.64
6034,Nb0.8Sn0.2,18.18,15.37
6035,Nb3Si1Sn1V3,4.0,4.0
6036,Nb0.6Rh0.4,4.21,4.15333333333333
6037,Nb0.88V0.12,5.7,5.7
6038,Nb0.6Ti0.4,9.8,9.8
6039,Nb1Tc3,10.5,10.5
6040,Nb2.5Sn1V0.5,14.2,14.2
6041,Nb2Sn1V1,9.8,9.8
6042,Nb1Sn1V2,5.5,5.5
6043,Nb2Sn1Ta0.5V0.5,12.2,12.2
6044,Nb1Sn1Ta1V1,6.2,6.2
6045,Nb2.75Sn1Ta0.25,17.8,17.8
6046,Nb2.5Sn1Ta0.5,17.6,17.6
6047,Nb2Sn1Ta1,16.4,16.4
6048,Nb1Sn1Ta2,10.8,10.8
6049,O3Tl0.03W1,2.0,2.07
6050,O3Sr0.08W1,2.0,3.0
6051,O3Rb0.27W1,1.98,1.94
6052,Ni0.1Zr0.9,1.5,1.5
6053,Nb0.66Zr0.33,10.8,10.8
6054,P1Pd3,0.35,0.35
6055,Os1W3,3.0,3.01
6056,Os1Re1Y1,2.0,2.0
6057,O1V3Zr3,7.5,7.5
6058,Pb1Tl0.17,6.73,6.73
6059,Pb1Tl0.27,6.43,6.43
6060,Pb1Te1,5.19,5.215
6061,Pb4Pt1,2.8,2.8
6062,P1Rh2,1.3,1.3
6063,P1Rh1,1.22,1.22
6064,P3Pd7,0.7,0.85
6065,Pd2.2S1,1.63,1.63
6066,Pd0.05Ru0.05Zr0.9,9.0,9.0
6067,Pb0.9Pt0.1Te2,1.65,1.65
6068,Pb1Tl2,3.75,3.925
6069,Pb1Tl0.04,7.06,7.06
6070,Pb1Tl0.075,6.98,6.98
6071,Pb1Tl0.12,6.88,6.88
6072,Pd1Te1.02,2.56,2.56
6073,Pd2.8Se1,2.3,2.3
6074,Pd6Se1,0.66,0.66
6075,Pd1Sb1Te1,1.2,1.2
6076,Pd1Sb1Se1,1.0,1.0
6077,Pd0.1Zr0.9,7.5,7.5
6078,Pd1.1Te1,4.07,4.07
6079,Pd1Te2.3,1.85,1.85
6080,Pd1Te2.1,1.89,1.89
6081,Re0.64Ta0.36,1.46,1.46
6082,Pt2Y8,0.9,0.9
6083,Pt1V3.5,1.26,1.26
6084,Pt1V2.5,1.36,1.36
6085,Pt0.02U0.98,0.87,0.87
6086,Rh0.4Ta0.6,2.35,2.35
6087,Rh2Sr1,6.2,6.2
6088,Rh0.24Sc0.76,0.88,0.9
6089,Re0.5W0.5,5.12,6.61
6090,Re0.6W00.4,6.0,6.65
6091,Re0.92V0.08,6.8,6.8
6092,Re0.76V0.24,4.52,4.52
6093,Re24Ti6,6.6,6.6
6094,Rh0.005Zr1,5.8,5.8
6095,Rh1V3,0.38,0.38
6096,Rh0.02U0.98,0.98,0.97
6097,Rh0.67Te0.33,0.49,0.49
6098,Sb1Sn1,1.3,1.43
6099,Ru0.1Zr0.9,5.7,5.7
6100,Ru0.45V0.55,4.0,4.0
6101,Ru0.1Ti0.9,3.5,3.5
6102,Ru0.05Ti0.95,2.5,2.5
6103,Si0.9V3Ge0.1,14.0,14.1333333333333
6104,Si1V2.7Cr0.3,11.3,11.3
6105,Si10.9V3C0.1,16.4,16.4
6106,Si10.9V3B0.1,15.8,15.8
6107,Si10.9V3Al0.1,14.05,14.05
6108,Sb2Tl7,5.2,5.2
6109,Sn1Ta2V1,3.7,3.7
6110,Sn1Ta1V2,2.8,2.8
6111,Sn0.174Ta0.826,6.5,6.5
6112,Si1V2.7Zr0.3,13.2,13.2
6113,Si1V2.7Ti0.3,10.9,10.9
6114,Si1V2.7Ru0.3,2.9,2.9
6115,Si1V2.7Nb0.3,12.8,12.8
6116,Mo0.3Si1,11.7,11.7
6117,Ta0.05V0.095,4.3,4.3
6118,Ta0.05Ti0.95,2.9,2.9
6119,Ta0.025Ti0.975,1.3,1.3
6120,Bi0.56Pb0.44,8.8,8.8
6121,V0.26Zr0.74,5.9,5.9
6122,Ga1V1.95,5.3,5.3
6123,Ga1Sb1,4.24,4.645
6124,Cr0.1Ti0.3V0.6,5.6,5.6
6125,C8K1,0.55,0.387
6126,In1Te1.002,3.5,3.5
6127,In0.913Pb0.087,4.2,4.2
6128,In0.94Pb0.06,3.9,3.9
6129,In0.96Pb0.04,3.68,3.68
6130,In0.98Pb0.02,3.45,3.45
6131,Hg0.15Pb0.85,6.75,6.75
6132,Ga1V4.5,9.15,9.15
6133,Ga1V2.1,6.3,6.3
6134,Mo0.913Ti0.037,2.95,2.95
6135,Mo0.16Ti0.84,4.18,4.202
6136,Mo0.5Re0.395,10.6,10.6
6137,Mo0.52Re0.48,11.1,11.1
6138,Nb1C0.9N0.1,16.97,16.97
6139,Nb1C0.28N0.78,17.9,17.9
6140,Si22.5V75,15.8,16.1
6141,N0.93Nb0.85Zr0.15,13.8,13.8
6142,N12.8Nb1,16.1,16.1
6143,Mo0.1U0.9,1.85,1.85
6144,Nb25Ti70Zr5,7.5,7.5
6145,Nb25Ti74Zr1,7.4,7.4
6146,Nb0.97Cr0.03N1,1.2,1.2
6147,Nb0.99Cr0.01N1,1.2,1.2
6148,Hf1Ti1C1,1.38,1.38
6149,Hf1Zr1C1,1.68,1.68
6150,Ti0.5W0.5C1,6.7,6.7
6151,Hf1Nb1C1,7.5,7.5
6152,Hf1Ta1C1,7.9,7.9
6153,Mo0.95Hf0.05C0.75,14.2,14.2
6154,Nb50Zr45Hf5,10.0,10.0
6155,Nb50Ti25Zr25,9.7,9.7
6156,Nb50Ti10Zr40,9.8,10.05
6157,Nb50Ti5Zr45,10.2,10.2
6158,Nb25Ti10Zr65,7.5,7.5
6159,Nb25Ti20Zr55,7.5,7.5
6160,Nb25Ti30Zr45,7.7,7.7
6161,Nb25Ti40Zr35,7.7,7.7
6162,Nb25Ti50Zr25,7.2,7.2
6163,Nb25Ti65Zr10,7.7,7.7
6164,Nb5V50Ti45,7.4,7.4
6165,Nb1V50Ti49,7.5,7.5
6166,Nb49.8Zr24.45Mo25.75,5.3,5.3
6167,Nb50.2Zr39.4Mo10.4,8.8,8.8
6168,Nb50.35Zr44.45Mo5.2,9.9,9.9
6169,Nb50.9Zr48.05Mo1.05,9.8,9.8
6170,Nb40.6Zr19.9Ta39.5,9.9,9.9
6171,Nb46Zr36.1Ta17.9,10.3,10.3
6172,Nb48.15Zr42.5Ta9.35,10.4,10.4
6173,Nb50Zr25Hf25,10.1,10.1
6174,Nb50Zr40Hf10,10.1,10.1
6175,Nb20Ti75Ta5,7.1,7.1
6176,Nb24Ti75Ta1,7.4,7.4
6177,Nb25Ti50Ta25,8.6,8.6
6178,Nb25Ti65Ta10,8.4,8.4
6179,Nb25Ti70Ta5,7.85,7.85
6180,Nb25Ti74Ta1,7.55,7.55
6181,Nb25V25Ti50,7.3,7.3
6182,Nb25V10Ti65,8.0,8.0
6183,Nb25V5Ti70,7.7,7.7
6184,Nb25Ti75,7.2,7.25
6185,Nb10V50Ti40,7.1,6.2
6186,V50Ti49.5Ta0.5,4.505,4.505
6187,V50Ti40Zr10,5.5,5.5
6188,V50Ti45Zr5,7.0,7.0
6189,V50Ti49Zr1,7.7,7.7
6190,Nb25Ti50Mo25,4.3,4.3
6191,Nb25Ti65Mo10,6.8,6.8
6192,Nb25Ti70Mo5,7.4,7.4
6193,Nb25Ti74Mo1,7.3,7.3
6194,Ta25Ti75,6.0,6.0
6195,Nb15Ti75Ta10,6.7,6.7
6196,Y1Pd2Pb1,4.13,3.215
6197,V50Ti40Mo10,6.2,6.2
6198,V50Ti45Mo5,6.9,6.9
6199,V50Ti49Mo1,6.9,6.9
6200,V50Ti40Ta10,4.6,4.6
